CLIENTNUM,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit
709904508,59,F,Post-Graduate,Single,$40K - $60K,Blue,2634
712022883,37,F,High School,Single,$40K - $60K,Blue,2204
712173108,48,F,Unknown,Unknown,$40K - $60K,Blue,2447
714156633,60,F,Unknown,Single,Unknown,Blue,3068
714581358,48,F,Graduate,Single,Less than $40K,Blue,1502
713256033,39,F,Uneducated,Single,Unknown,Blue,4181
825831933,52,F,High School,Married,Less than $40K,Blue,3136
720274158,42,F,High School,Married,Less than $40K,Blue,4478
772394883,60,F,Uneducated,Single,Unknown,Blue,7359
794253108,52,M,Graduate,Single,$40K - $60K,Blue,13090
720899883,44,F,High School,Married,$40K - $60K,Blue,6849
714313608,36,F,Uneducated,Married,Less than $40K,Blue,4228
716602683,49,F,Graduate,Married,$40K - $60K,Blue,5678
715928808,42,F,High School,Married,Less than $40K,Blue,3964
771899433,48,M,Graduate,Married,$80K - $120K,Blue,7970
714771708,36,F,College,Unknown,Unknown,Blue,4692
709711758,45,F,Uneducated,Divorced,Less than $40K,Blue,1942
721137558,40,M,Graduate,Divorced,$40K - $60K,Blue,5821
820268358,48,F,Post-Graduate,Unknown,Less than $40K,Blue,2357
709273383,54,F,Unknown,Married,Unknown,Blue,8294
822959133,32,F,Post-Graduate,Married,$40K - $60K,Blue,3174
720491958,34,F,Uneducated,Single,Less than $40K,Blue,1438.3
713607108,46,F,College,Divorced,Less than $40K,Blue,1852
709729533,47,M,Uneducated,Single,$40K - $60K,Blue,1809
717890583,48,F,Graduate,Divorced,$40K - $60K,Blue,3503
718384233,52,M,Doctorate,Single,$40K - $60K,Silver,17835
713401758,45,M,Uneducated,Married,$120K +,Blue,3383
773257233,46,F,Unknown,Single,Less than $40K,Blue,7128
713556033,36,F,Graduate,Married,Less than $40K,Blue,1438.3
719265108,42,F,High School,Married,Less than $40K,Blue,3815
778740708,39,F,Graduate,Married,Less than $40K,Blue,1902
710952933,43,F,Uneducated,Divorced,Less than $40K,Blue,2077
720991833,48,F,Doctorate,Married,Less than $40K,Blue,2514
779954658,56,M,High School,Single,$80K - $120K,Blue,34516
714204108,45,F,Graduate,Single,Less than $40K,Blue,2144
805546308,65,F,High School,Single,Less than $40K,Blue,5951
716244933,54,F,High School,Divorced,Unknown,Blue,4806
712018233,42,F,Graduate,Single,Unknown,Blue,16612
802878408,53,F,Graduate,Married,$40K - $60K,Blue,2799
719504433,63,M,Unknown,Single,$40K - $60K,Silver,18064
794558658,49,F,Graduate,Married,Less than $40K,Blue,2560
711634008,42,F,Uneducated,Married,Less than $40K,Blue,5821
708260208,43,F,Uneducated,Single,Less than $40K,Blue,2057
713435058,49,F,High School,Divorced,Less than $40K,Blue,1972
719656533,44,M,High School,Married,$60K - $80K,Blue,2675
719709558,48,M,Graduate,Married,$40K - $60K,Blue,6223
710311233,44,F,High School,Single,Unknown,Blue,7632
719216508,55,F,Unknown,Unknown,Less than $40K,Blue,3258
713105508,46,M,High School,Single,$60K - $80K,Silver,34516
710719683,49,F,High School,Divorced,$40K - $60K,Blue,3054
817892208,35,F,Doctorate,Single,Less than $40K,Blue,1438.3
714102183,50,M,Uneducated,Single,$120K +,Blue,7970
715410783,55,F,Unknown,Single,Less than $40K,Blue,1836
718202658,47,M,Graduate,Unknown,$120K +,Blue,9397
719445633,60,F,Uneducated,Married,Less than $40K,Blue,1601
709820658,45,M,High School,Married,$80K - $120K,Blue,34516
718481283,51,F,High School,Married,Less than $40K,Blue,1822
789300408,41,M,High School,Married,Less than $40K,Blue,1614
711970533,54,F,Unknown,Married,Less than $40K,Blue,1491
815088483,28,F,Graduate,Divorced,Less than $40K,Blue,2543
717139608,50,F,College,Divorced,Less than $40K,Blue,3462
717626508,44,F,Graduate,Married,Less than $40K,Blue,1699
767668908,46,F,Graduate,Married,Unknown,Blue,13095
712484733,47,M,Unknown,Single,$60K - $80K,Blue,8823
716216958,48,M,Uneducated,Married,$60K - $80K,Blue,4429
714246333,58,F,High School,Married,Unknown,Blue,5396
718693683,65,F,High School,Single,$40K - $60K,Blue,2418
716298633,56,F,Graduate,Single,Less than $40K,Blue,2086
755661933,48,F,Graduate,Single,$40K - $60K,Blue,1899
712914783,43,M,Graduate,Single,$40K - $60K,Blue,7564
711240108,41,M,Graduate,Married,$60K - $80K,Blue,13116
721396758,35,F,Doctorate,Married,Less than $40K,Blue,1438.3
715636533,48,F,High School,Married,Less than $40K,Blue,3716
711508608,50,F,Unknown,Married,Less than $40K,Blue,3069
716669658,51,F,High School,Single,Less than $40K,Blue,2006
718212633,45,F,High School,Married,$40K - $60K,Blue,2948
708357183,47,F,Unknown,Single,Less than $40K,Blue,1438.3
713629533,35,F,Uneducated,Married,Less than $40K,Blue,1438.3
771450708,58,F,Graduate,Married,$40K - $60K,Blue,4669
711311883,48,F,Graduate,Married,Less than $40K,Silver,13994
802673508,57,M,Graduate,Single,$120K +,Blue,8760
708113208,53,F,High School,Married,Less than $40K,Blue,1688
788786208,46,F,College,Married,Unknown,Blue,9881
720043533,39,M,Graduate,Single,$60K - $80K,Blue,4534
801083133,57,F,Uneducated,Single,Less than $40K,Blue,3545
716246733,57,F,College,Single,Less than $40K,Blue,1857
807157833,56,F,Uneducated,Single,Unknown,Blue,3334
721032633,55,F,Unknown,Single,$40K - $60K,Blue,2496
828285858,41,F,College,Married,Less than $40K,Blue,1438.3
718890933,45,F,Doctorate,Married,Less than $40K,Blue,1438.3
711148308,52,M,Graduate,Single,$60K - $80K,Blue,9357
712810233,40,F,Graduate,Married,Less than $40K,Blue,2423
714098883,45,F,Graduate,Single,$40K - $60K,Blue,1936
779327733,43,M,Graduate,Divorced,$60K - $80K,Blue,1783
716364408,59,F,Unknown,Married,Less than $40K,Blue,1438.3
710461083,56,F,Graduate,Single,Less than $40K,Blue,1438.3
709306983,44,F,Post-Graduate,Married,Less than $40K,Silver,10580
769035933,54,F,Unknown,Single,Less than $40K,Blue,4597
813182658,49,F,High School,Married,Less than $40K,Blue,1656
781110408,39,F,High School,Single,Less than $40K,Blue,3279
818007783,49,F,College,Married,$40K - $60K,Blue,2578
708862233,44,F,Graduate,Married,$40K - $60K,Blue,4068
714006333,42,F,Graduate,Married,Less than $40K,Blue,2128
770596458,45,F,Doctorate,Married,Less than $40K,Blue,2704
789392883,38,F,Post-Graduate,Unknown,Less than $40K,Blue,1878
803805483,46,F,College,Married,Unknown,Blue,10600
709534083,58,F,Uneducated,Divorced,Less than $40K,Blue,9909
710579583,57,F,Graduate,Married,Less than $40K,Blue,1665
708949908,50,M,Graduate,Divorced,$120K +,Blue,1656
711907083,53,M,High School,Unknown,$80K - $120K,Blue,14111
718696458,52,F,Graduate,Married,Less than $40K,Blue,2012
710611683,43,F,Post-Graduate,Married,Less than $40K,Blue,2837
721511883,40,F,Graduate,Single,Less than $40K,Blue,1709
779116158,49,F,Unknown,Married,Less than $40K,Blue,5714
720193533,41,M,Unknown,Married,$60K - $80K,Blue,5071
753094533,51,M,Uneducated,Married,$80K - $120K,Blue,24028
719545983,31,F,Post-Graduate,Unknown,Unknown,Blue,13882
716494383,49,F,Graduate,Unknown,$40K - $60K,Blue,3585
769892058,40,M,Uneducated,Single,$80K - $120K,Blue,9124
709098108,45,F,Graduate,Married,Unknown,Blue,2705
715705683,56,F,Graduate,Single,Less than $40K,Blue,1936
715724808,49,M,High School,Married,$80K - $120K,Blue,8051
717123858,36,F,Graduate,Married,$40K - $60K,Blue,3635
716236683,46,F,High School,Married,Less than $40K,Blue,2532
771224358,54,F,Unknown,Married,Less than $40K,Blue,2028
779310033,42,F,Doctorate,Married,Less than $40K,Blue,4304
710595783,46,F,Graduate,Unknown,Unknown,Blue,6644
711409833,45,F,Uneducated,Married,Less than $40K,Blue,1830
721174008,37,M,Uneducated,Married,$120K +,Blue,7607
714192933,55,F,Graduate,Single,Less than $40K,Blue,2060
709632483,49,F,High School,Single,Less than $40K,Blue,1438.3
718431258,41,M,High School,Single,$60K - $80K,Blue,3126
817029108,47,F,Post-Graduate,Single,$40K - $60K,Blue,6885
796931508,42,M,High School,Unknown,$60K - $80K,Blue,1871
769577358,31,F,Graduate,Single,Less than $40K,Blue,2787
815589558,50,M,Post-Graduate,Married,$80K - $120K,Blue,1867
714287583,41,F,Unknown,Married,Less than $40K,Blue,1438.3
718975083,47,F,Graduate,Single,Less than $40K,Blue,2473
715315008,40,M,Post-Graduate,Single,$40K - $60K,Blue,4640
779252283,47,F,High School,Married,Less than $40K,Blue,2712
714031083,46,F,Graduate,Unknown,Unknown,Blue,8869
772442883,51,F,Graduate,Married,Unknown,Blue,3853
714533058,53,F,College,Married,Less than $40K,Blue,1438.3
716570958,50,M,Post-Graduate,Divorced,$60K - $80K,Blue,14409
710116833,59,F,High School,Single,$40K - $60K,Blue,1665
718586133,43,F,Graduate,Married,Less than $40K,Blue,2639
773322558,59,F,High School,Married,Less than $40K,Blue,2338
714554808,51,F,Graduate,Married,Less than $40K,Blue,2774
717903108,57,F,College,Single,Unknown,Blue,4283
815908908,47,F,Uneducated,Single,Unknown,Blue,6263
771464808,35,F,Graduate,Single,Less than $40K,Blue,2317
708234558,55,F,College,Divorced,Less than $40K,Blue,2239
715737258,41,F,College,Married,Less than $40K,Blue,2225
710188308,51,F,Graduate,Single,Less than $40K,Blue,1519
708670608,48,F,Uneducated,Married,Unknown,Blue,5495
714839808,51,F,Graduate,Married,Less than $40K,Blue,2141
811140933,43,F,High School,Married,Less than $40K,Blue,2616
788937933,39,F,Graduate,Divorced,Less than $40K,Blue,5494
721527858,52,F,High School,Married,Less than $40K,Blue,2003
718265658,47,F,Uneducated,Single,Less than $40K,Blue,2092
714312708,44,M,High School,Single,$60K - $80K,Blue,6606
715821183,42,F,College,Married,Unknown,Blue,7102
709487058,51,F,Unknown,Married,Less than $40K,Silver,13812
712675158,56,M,Graduate,Single,$60K - $80K,Blue,7075
826473858,44,M,College,Single,$40K - $60K,Blue,4274
817382958,47,F,High School,Single,Less than $40K,Blue,2317
712927383,51,F,Uneducated,Single,Less than $40K,Blue,1438.3
712894308,47,M,High School,Married,$80K - $120K,Blue,2888
712349808,44,F,College,Single,Unknown,Blue,12310
778780008,48,M,Unknown,Married,$60K - $80K,Blue,1622
711430908,45,F,Graduate,Married,Less than $40K,Blue,1438.3
779670783,40,M,Unknown,Single,$80K - $120K,Blue,12559
718757808,56,F,Uneducated,Unknown,$40K - $60K,Blue,2929
779530908,48,F,Unknown,Divorced,Less than $40K,Blue,1438.3
716389833,50,F,Unknown,Single,Less than $40K,Blue,2319
718469658,37,F,Uneducated,Married,Unknown,Blue,7927
809849358,55,F,Graduate,Divorced,Less than $40K,Blue,1720
719772258,38,M,Unknown,Single,$80K - $120K,Blue,3642
809363958,49,F,High School,Married,$40K - $60K,Blue,3881
709165533,47,M,Doctorate,Unknown,$120K +,Blue,6143
809846283,42,F,Unknown,Married,Less than $40K,Blue,1438.3
708427908,52,F,College,Unknown,Less than $40K,Blue,2035
721228308,47,F,High School,Married,Less than $40K,Blue,3899
713374533,52,F,Unknown,Single,$40K - $60K,Blue,1981
708708858,50,F,Graduate,Single,Less than $40K,Blue,2422
721111233,52,M,Graduate,Married,$80K - $120K,Blue,11964
708538608,50,F,College,Married,Unknown,Blue,3862
718866633,46,M,College,Married,$80K - $120K,Blue,33142
719100633,40,M,High School,Single,$120K +,Silver,34516
789328083,42,F,High School,Married,Less than $40K,Blue,3454
822905058,29,F,Graduate,Married,Less than $40K,Blue,2732
816549933,50,M,High School,Divorced,$80K - $120K,Blue,1687
716421633,43,F,Graduate,Married,Less than $40K,Blue,3523
712667958,40,M,Uneducated,Single,$120K +,Blue,5773
809559933,45,F,Graduate,Married,Unknown,Blue,4462
819979458,35,F,Doctorate,Married,Less than $40K,Blue,3976
708100533,55,F,College,Single,Less than $40K,Blue,2679
778669608,49,F,Unknown,Married,$40K - $60K,Blue,1564
802867683,53,F,High School,Single,$40K - $60K,Blue,1536
711893358,46,M,High School,Married,$40K - $60K,Blue,2375
785410158,50,F,High School,Married,Less than $40K,Blue,2719
718596858,53,F,Graduate,Divorced,$40K - $60K,Blue,3369
708338958,58,F,Graduate,Single,Less than $40K,Blue,3173
714688833,47,F,High School,Unknown,Less than $40K,Blue,3139
789662283,50,F,High School,Married,Less than $40K,Blue,2140
712805658,56,F,Uneducated,Single,Less than $40K,Blue,2258
815598858,48,M,Graduate,Married,$40K - $60K,Blue,2423
779412783,55,F,High School,Single,Less than $40K,Blue,2376
780036483,38,M,Graduate,Single,Less than $40K,Blue,1690
711527508,46,F,High School,Married,$40K - $60K,Blue,8583
720768258,52,F,Graduate,Single,Less than $40K,Blue,2996
716023533,49,F,Post-Graduate,Single,Unknown,Blue,2880
714075708,48,M,Uneducated,Divorced,$80K - $120K,Gold,34516
787475433,36,F,Doctorate,Single,Unknown,Blue,6966
787505133,36,M,College,Married,$120K +,Blue,11316
712241433,38,F,High School,Single,Less than $40K,Blue,1438.3
807990108,44,M,Uneducated,Divorced,$120K +,Blue,11362
719018208,52,F,Doctorate,Married,Unknown,Blue,7210
716641983,55,F,College,Single,Unknown,Blue,7790
708989358,37,F,Unknown,Married,Less than $40K,Blue,2023
708807483,51,F,Graduate,Married,$40K - $60K,Blue,9117
715774833,41,F,Doctorate,Unknown,Less than $40K,Blue,1801
714733908,51,M,High School,Married,$60K - $80K,Blue,8787
721067658,40,M,Graduate,Married,$60K - $80K,Silver,27436
788997408,65,F,Doctorate,Single,Less than $40K,Blue,2195
719835033,46,M,College,Married,$80K - $120K,Blue,13734
771854808,45,M,Graduate,Married,$60K - $80K,Blue,2731
717299958,49,M,Graduate,Single,$80K - $120K,Blue,2453
720778458,49,M,Unknown,Married,$60K - $80K,Blue,7451
713019783,41,F,High School,Married,$40K - $60K,Blue,2644
770968383,41,M,Graduate,Married,$80K - $120K,Silver,34516
709747308,41,M,Graduate,Married,$60K - $80K,Blue,4575
801366783,51,F,College,Single,Less than $40K,Blue,4860
798786333,46,F,Graduate,Married,Less than $40K,Blue,1438.3
771723408,37,F,Unknown,Single,Less than $40K,Blue,1690
715117008,39,M,Uneducated,Married,$40K - $60K,Blue,1438.3
713944833,46,M,Uneducated,Single,$60K - $80K,Blue,24512
713569158,43,F,High School,Single,$40K - $60K,Blue,1654
713037333,63,M,Graduate,Single,$80K - $120K,Blue,21430
718267233,50,M,Graduate,Married,$120K +,Silver,34516
709736658,37,M,Uneducated,Married,$40K - $60K,Blue,1438.3
710929233,33,F,Doctorate,Single,Less than $40K,Blue,2800
714290583,44,M,Post-Graduate,Married,$60K - $80K,Blue,3117
717972408,44,M,Uneducated,Married,$80K - $120K,Blue,2558
718626033,47,M,High School,Married,$60K - $80K,Blue,10061
720008133,45,F,Graduate,Unknown,Unknown,Blue,3416
710476908,39,F,Graduate,Married,Unknown,Blue,9371
709888383,47,F,Graduate,Married,Less than $40K,Blue,3147
788864508,52,F,Unknown,Single,Less than $40K,Blue,1554
714010383,47,F,Uneducated,Single,Unknown,Blue,3502
719549508,49,F,Graduate,Single,Less than $40K,Blue,2712
718670808,59,F,College,Married,Less than $40K,Blue,1438.3
718211208,39,M,High School,Married,$120K +,Blue,3281
712578933,35,F,High School,Married,$40K - $60K,Blue,1438.3
709343433,39,F,Graduate,Single,Less than $40K,Blue,2469
767488908,41,M,Unknown,Married,$80K - $120K,Blue,3497
719531133,46,F,Unknown,Unknown,$40K - $60K,Blue,2505
719006508,34,M,Graduate,Married,$60K - $80K,Blue,2763
721287183,49,F,Uneducated,Married,Less than $40K,Blue,2081
711144183,55,F,Graduate,Married,Unknown,Blue,2815
709080783,56,F,Graduate,Single,Less than $40K,Blue,1737
710520408,52,F,High School,Single,Unknown,Blue,9078
785262333,46,M,Uneducated,Unknown,$40K - $60K,Blue,6185
716513358,51,F,Graduate,Divorced,Unknown,Blue,2069
719073483,45,M,Uneducated,Married,$80K - $120K,Blue,9234
715372083,37,F,Graduate,Single,Less than $40K,Blue,2684
780034083,48,F,High School,Married,$40K - $60K,Blue,2151
794581533,52,M,College,Single,$60K - $80K,Blue,2749
710013258,44,F,High School,Single,Less than $40K,Blue,1980
719084358,55,F,Graduate,Married,Less than $40K,Blue,4232
789173958,45,F,Graduate,Married,Less than $40K,Blue,1438.3
789575583,43,F,Uneducated,Unknown,Unknown,Blue,6931
712434708,52,F,High School,Married,Less than $40K,Blue,3302
808675083,61,M,Graduate,Single,Unknown,Blue,4235
710864358,51,F,Doctorate,Married,Unknown,Blue,6501
712574583,34,F,Graduate,Single,Unknown,Blue,6376
708412758,33,F,Graduate,Single,Less than $40K,Blue,1457
714389058,38,F,Unknown,Married,$40K - $60K,Blue,5576
715767033,56,F,College,Single,Unknown,Blue,1438.3
779281233,45,F,Graduate,Single,Unknown,Blue,2478
717147708,44,M,Uneducated,Divorced,$60K - $80K,Blue,3650
715029333,52,F,Unknown,Divorced,Less than $40K,Blue,2111
806989008,30,F,High School,Single,Unknown,Blue,12917
713158083,56,M,High School,Single,$120K +,Blue,7327
771037008,46,M,Uneducated,Married,$80K - $120K,Blue,13324
710587458,34,M,High School,Unknown,$80K - $120K,Blue,11154
710563458,43,F,Graduate,Divorced,Unknown,Blue,9535
720010608,37,M,Unknown,Single,$40K - $60K,Blue,10226
710343783,37,F,Unknown,Married,Less than $40K,Blue,2140
772578858,49,F,Unknown,Married,Less than $40K,Blue,2904
708559533,40,M,Uneducated,Married,$80K - $120K,Blue,1770
711939558,37,F,Unknown,Single,Less than $40K,Blue,1534
772143333,46,F,High School,Single,Less than $40K,Blue,2170
711067383,53,M,Unknown,Single,$120K +,Blue,10001
817041408,56,F,High School,Married,Unknown,Blue,4169
771942333,65,M,College,Single,Less than $40K,Blue,5363
755247108,50,F,Doctorate,Single,Less than $40K,Blue,3206
715710708,50,M,Unknown,Married,$60K - $80K,Blue,18085
713858733,61,F,Post-Graduate,Married,$40K - $60K,Blue,2566
717129333,35,F,Graduate,Married,$40K - $60K,Blue,1438.3
716924958,65,F,Graduate,Single,Less than $40K,Blue,6812
719614758,45,F,Graduate,Single,$40K - $60K,Blue,2700
721537683,50,F,Post-Graduate,Married,Unknown,Blue,5471
771500358,43,F,Uneducated,Divorced,Less than $40K,Blue,4332
711531858,48,F,Unknown,Married,Less than $40K,Blue,2447
715060158,41,F,Graduate,Single,Less than $40K,Blue,1783
779725833,42,M,Graduate,Single,$60K - $80K,Blue,11761
716592558,52,F,High School,Single,Less than $40K,Blue,2340
771020133,45,F,Uneducated,Single,Less than $40K,Blue,2859
709153008,37,M,High School,Married,$40K - $60K,Blue,2523
713394858,48,M,Post-Graduate,Married,$40K - $60K,Blue,4776
721175283,59,F,Graduate,Married,Less than $40K,Blue,2697
715503558,57,F,High School,Married,Less than $40K,Blue,3542
819943458,57,M,Graduate,Single,$120K +,Blue,34516
717094758,40,F,Post-Graduate,Married,Unknown,Blue,8823
772073508,52,F,College,Single,Less than $40K,Blue,1764
721351983,43,F,Uneducated,Married,Less than $40K,Blue,3492
714477408,36,F,High School,Married,Less than $40K,Blue,2977
718471758,49,M,Doctorate,Single,$60K - $80K,Silver,30976
711607833,43,M,High School,Married,$60K - $80K,Blue,2810
708621408,39,F,Unknown,Single,Less than $40K,Blue,1438.3
719277033,44,M,High School,Single,$40K - $60K,Blue,8997
813905508,57,F,Uneducated,Single,Less than $40K,Blue,2002
719761458,55,M,Post-Graduate,Single,$60K - $80K,Blue,4998
708222558,37,F,Post-Graduate,Married,Less than $40K,Blue,2310
713937558,54,F,High School,Married,$40K - $60K,Blue,3892
709603608,34,M,Uneducated,Married,$60K - $80K,Blue,2345
804661083,50,M,Graduate,Single,$80K - $120K,Blue,2135
720977358,50,F,Unknown,Single,Less than $40K,Blue,2528
718420308,50,F,High School,Married,Less than $40K,Blue,3397
714046608,49,M,Doctorate,Married,$60K - $80K,Blue,19719
718048608,41,F,Graduate,Married,Unknown,Blue,15292
718497033,52,M,High School,Married,$120K +,Blue,31733
711801933,54,F,High School,Single,$40K - $60K,Blue,1438.3
716282208,54,F,Post-Graduate,Married,Less than $40K,Blue,1638
789076083,50,F,High School,Single,Less than $40K,Blue,2775
714045783,37,F,Graduate,Married,$40K - $60K,Blue,2547
769720683,50,F,Graduate,Married,Unknown,Blue,5708
721092783,46,M,Graduate,Married,$80K - $120K,Blue,19838
720243933,47,M,Uneducated,Married,$60K - $80K,Blue,1789
818502708,51,F,Uneducated,Single,$40K - $60K,Blue,2284
712942308,42,M,Doctorate,Single,$60K - $80K,Blue,11535
714262533,28,F,Unknown,Married,Unknown,Blue,3524
714708183,58,M,High School,Single,$60K - $80K,Silver,30186
718285308,44,F,Unknown,Single,Less than $40K,Blue,1438.3
720595083,40,F,Unknown,Married,Less than $40K,Blue,1620
787501758,51,F,High School,Single,Less than $40K,Blue,4038
714990633,56,M,Graduate,Single,$80K - $120K,Blue,2078
714652383,51,F,Graduate,Married,Less than $40K,Blue,1571
788776008,43,M,College,Married,$80K - $120K,Blue,4726
709176108,56,F,Post-Graduate,Unknown,Less than $40K,Blue,4604
719354433,48,M,College,Single,$80K - $120K,Silver,34516
709368483,56,M,Graduate,Married,$40K - $60K,Blue,1438.3
717621333,48,F,Unknown,Divorced,Less than $40K,Blue,2680
716272158,41,F,College,Married,$40K - $60K,Blue,4312
803355408,50,M,Unknown,Married,$60K - $80K,Blue,2205
717073308,44,F,College,Married,Less than $40K,Blue,2679
789105183,54,M,Post-Graduate,Single,$80K - $120K,Silver,34516
721305408,48,F,Graduate,Married,Less than $40K,Blue,3378
715739733,34,M,High School,Single,$40K - $60K,Blue,1793
779217333,59,F,Graduate,Divorced,Less than $40K,Blue,2228
712133508,41,F,College,Single,$40K - $60K,Blue,2577
714602658,39,F,Graduate,Married,Less than $40K,Blue,1462
712446783,50,F,Graduate,Married,Less than $40K,Blue,4038
720049083,35,F,Unknown,Divorced,Unknown,Blue,1438.3
824172258,34,F,Unknown,Divorced,Less than $40K,Blue,4408
717695058,46,F,High School,Married,Unknown,Blue,4163
719782458,49,F,Graduate,Married,$40K - $60K,Blue,7201
718141983,49,M,High School,Single,$80K - $120K,Blue,1883
718853358,42,F,Graduate,Single,Less than $40K,Blue,3308
772539558,65,F,College,Single,Less than $40K,Blue,2022
817094283,43,F,Graduate,Married,Less than $40K,Blue,8597
716932308,38,F,College,Married,Unknown,Blue,4693
714738858,52,F,Graduate,Unknown,Less than $40K,Blue,2873
772409733,39,F,High School,Divorced,$40K - $60K,Blue,3400
717534108,48,F,High School,Divorced,$40K - $60K,Blue,2405
816378033,46,M,Uneducated,Single,$80K - $120K,Gold,34516
790141308,44,M,College,Married,$80K - $120K,Blue,8241
710770383,53,F,Graduate,Married,$40K - $60K,Blue,1438.3
711351108,44,F,High School,Unknown,Less than $40K,Blue,2608
713744058,41,F,High School,Married,Less than $40K,Blue,2359
708998583,47,F,Post-Graduate,Married,Less than $40K,Blue,1790
827451333,54,F,Uneducated,Married,Less than $40K,Blue,2247
714228558,40,M,High School,Single,$80K - $120K,Blue,3624
797668983,42,F,Graduate,Married,Less than $40K,Blue,1438.3
713023158,39,F,College,Married,$40K - $60K,Blue,2901
709982658,41,F,College,Married,Less than $40K,Blue,9759
715398858,57,F,Post-Graduate,Married,Less than $40K,Blue,2525
715615233,60,F,High School,Divorced,Less than $40K,Blue,2737
710650608,51,M,Graduate,Married,$80K - $120K,Blue,19262
803214108,33,F,High School,Single,Unknown,Blue,2252
717202083,46,M,Unknown,Single,$80K - $120K,Blue,7077
719051733,63,M,College,Single,$60K - $80K,Blue,2706
789900633,49,F,High School,Married,$40K - $60K,Blue,3263
789122808,41,F,College,Married,$40K - $60K,Blue,3281
709902108,51,M,High School,Married,$80K - $120K,Blue,8169
713666058,46,F,College,Divorced,$40K - $60K,Blue,3276
711453783,41,F,Unknown,Single,Less than $40K,Blue,1966
778936008,46,F,High School,Married,Unknown,Blue,5869
708085458,34,F,Uneducated,Single,Less than $40K,Blue,1438.3
749067633,45,F,Unknown,Married,Less than $40K,Blue,3682
716170308,27,F,Graduate,Divorced,Unknown,Blue,13439
711507783,54,F,Doctorate,Single,Less than $40K,Blue,1694
819752133,41,M,High School,Divorced,$80K - $120K,Blue,1636
711061908,48,F,Graduate,Married,Less than $40K,Blue,1449
744231708,45,F,Graduate,Married,Less than $40K,Blue,1513
716856408,39,F,Graduate,Single,Less than $40K,Blue,1438.3
711780108,46,F,Doctorate,Divorced,Less than $40K,Blue,4120
715178733,47,F,Unknown,Single,Less than $40K,Blue,2289
721418133,45,F,Graduate,Single,Less than $40K,Blue,2016
720124758,49,M,Uneducated,Married,$80K - $120K,Blue,2509
809068983,40,F,Graduate,Married,Less than $40K,Blue,3511
711052308,45,M,Post-Graduate,Divorced,$60K - $80K,Blue,2751
718967433,34,F,High School,Divorced,Less than $40K,Blue,2426
709827933,44,M,Graduate,Married,$80K - $120K,Blue,12230
787568433,42,M,Graduate,Single,$60K - $80K,Blue,7328
720256158,47,F,High School,Married,Unknown,Blue,2264
715435758,42,M,Graduate,Single,$80K - $120K,Blue,3046
719505483,51,F,Uneducated,Married,Unknown,Blue,5881
721247883,52,M,College,Married,$80K - $120K,Blue,16207
772220433,44,M,College,Unknown,$60K - $80K,Blue,15468
789692283,47,F,College,Single,Less than $40K,Blue,5950
815091333,48,F,Unknown,Married,Less than $40K,Blue,3119
778732158,50,F,Uneducated,Unknown,Unknown,Blue,1507
715129233,51,F,High School,Single,Less than $40K,Blue,2902
714083208,47,F,College,Married,Less than $40K,Blue,1585
716559108,47,F,High School,Single,Less than $40K,Blue,2899
715102308,50,F,Unknown,Married,$40K - $60K,Blue,2295
768814983,39,F,Unknown,Married,Less than $40K,Blue,3251
788744058,48,F,High School,Married,Unknown,Blue,4009
782802033,45,F,Unknown,Married,Less than $40K,Blue,3411
708499608,49,M,Post-Graduate,Single,$40K - $60K,Silver,15525
794947683,35,F,Graduate,Single,Less than $40K,Blue,2118
716442333,34,F,Graduate,Married,$40K - $60K,Blue,2275
772189308,59,F,College,Single,Less than $40K,Blue,2601
721529583,52,M,High School,Single,$80K - $120K,Blue,4642
713578608,58,M,Doctorate,Single,Less than $40K,Blue,1438.3
718976283,51,F,Unknown,Single,Less than $40K,Blue,1858
711505308,59,F,Graduate,Single,Less than $40K,Blue,2636
711131958,50,F,Doctorate,Single,$40K - $60K,Blue,3743
714687858,49,F,Graduate,Single,Less than $40K,Blue,1438.3
780289308,61,F,High School,Married,Less than $40K,Blue,4130
708504783,47,M,Uneducated,Unknown,$40K - $60K,Blue,10960
778857108,52,F,Post-Graduate,Married,$40K - $60K,Blue,3900
756598833,38,M,Uneducated,Married,Less than $40K,Blue,6236
718748133,34,F,Graduate,Single,Unknown,Blue,2591
714503433,57,F,Doctorate,Married,Less than $40K,Blue,1615
710869008,47,F,Graduate,Single,Unknown,Blue,8332
779643858,55,F,Graduate,Married,Less than $40K,Blue,2033
715250583,55,M,Unknown,Single,$80K - $120K,Blue,8082
714396558,57,F,High School,Married,Less than $40K,Blue,1511
752766783,43,F,Graduate,Divorced,Unknown,Blue,11536
715532208,65,F,High School,Single,Less than $40K,Blue,4010
719130558,55,F,Uneducated,Married,Less than $40K,Blue,1669
806232408,54,F,Graduate,Married,Unknown,Blue,11905
715497558,44,F,College,Married,Less than $40K,Blue,3052
716303583,55,F,Graduate,Unknown,Less than $40K,Blue,2712
713522058,39,F,College,Married,Less than $40K,Blue,1978
719074308,37,F,College,Married,Less than $40K,Blue,1438.3
711881733,55,F,Graduate,Married,Less than $40K,Blue,1606
710310108,46,F,Doctorate,Married,Less than $40K,Blue,2406
715814433,44,M,Unknown,Single,$80K - $120K,Blue,5877
717252483,57,F,Graduate,Married,Less than $40K,Blue,2796
